@relation sonar

@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric

@data
0.013400,0.017200,0.017800,0.036300,0.044400,0.074400,0.080000,0.045600,0.036800,0.125000,0.240500,0.232500,0.252300,0.147200,0.066900,0.110000,0.235300,0.328200,0.441600,0.516700,0.650800,0.779300,0.797800,0.778600,0.858700,0.932100,0.945400,0.864500,0.722000,0.485000,0.135700,0.295100,0.471500,0.603600,0.808300,0.987000,0.880000,0.641100,0.427600,0.270200,0.264200,0.334200,0.433500,0.454200,0.396000,0.252500,0.108400,0.037200,0.028600,0.009900,0.004600,0.009400,0.004800,0.004700,0.001600,0.000800,0.004200,0.002400,0.002700,0.004100,-1.000000
0.017900,0.013600,0.040800,0.063300,0.059600,0.080800,0.209000,0.346500,0.527600,0.596500,0.625400,0.450700,0.369300,0.286400,0.163500,0.042200,0.178500,0.439400,0.695000,0.809700,0.855000,0.871700,0.860100,0.920100,0.872900,0.808400,0.869400,0.841100,0.579300,0.375400,0.348500,0.463900,0.649500,0.690100,0.566600,0.518800,0.506000,0.388500,0.376200,0.373800,0.260500,0.159100,0.187500,0.226700,0.157700,0.121100,0.088300,0.085000,0.035500,0.021900,0.008600,0.012300,0.006000,0.018700,0.011100,0.012600,0.008100,0.015500,0.016000,0.008500,-1.000000
0.018000,0.044400,0.047600,0.069800,0.161500,0.088700,0.059600,0.107100,0.317500,0.291800,0.327300,0.303500,0.303300,0.258700,0.168200,0.130800,0.280300,0.451900,0.664100,0.768300,0.696000,0.439300,0.243200,0.288600,0.497400,0.817200,1.000000,0.923800,0.851900,0.772200,0.577200,0.519000,0.682400,0.622000,0.505400,0.357800,0.380900,0.381300,0.335900,0.277100,0.364800,0.383400,0.345300,0.209600,0.103100,0.079800,0.070100,0.052600,0.024100,0.011700,0.012200,0.012200,0.011400,0.009800,0.002700,0.002500,0.002600,0.005000,0.007300,0.002200,-1.000000
0.032900,0.021600,0.038600,0.062700,0.115800,0.148200,0.205400,0.160500,0.253200,0.267200,0.305600,0.316100,0.231400,0.206700,0.180400,0.280800,0.442300,0.594700,0.660100,0.584400,0.453900,0.478900,0.564600,0.528100,0.711500,1.000000,0.956400,0.609000,0.511200,0.400000,0.048200,0.185200,0.218600,0.143600,0.175700,0.142800,0.164400,0.308900,0.364800,0.444100,0.385900,0.281300,0.123800,0.095300,0.120100,0.082500,0.061800,0.014100,0.010800,0.012400,0.010400,0.009500,0.015100,0.005900,0.001500,0.005300,0.001600,0.004200,0.005300,0.007400,-1.000000
0.019100,0.017300,0.029100,0.030100,0.046300,0.069000,0.057600,0.110300,0.242300,0.313400,0.478600,0.523900,0.439300,0.344000,0.286900,0.388900,0.442000,0.389200,0.408800,0.500600,0.727100,0.938500,1.000000,0.983100,0.993200,0.916100,0.823700,0.695700,0.453600,0.328100,0.252200,0.396400,0.415400,0.330800,0.144500,0.192300,0.320800,0.336700,0.568300,0.550500,0.323100,0.044800,0.313100,0.338700,0.413000,0.363900,0.206900,0.085900,0.060000,0.026700,0.012500,0.004000,0.013600,0.013700,0.017200,0.013200,0.011000,0.012200,0.011400,0.006800,-1.000000
0.029400,0.012300,0.011700,0.011300,0.049700,0.099800,0.132600,0.111700,0.298400,0.347300,0.423100,0.504400,0.523700,0.439800,0.323600,0.295600,0.328600,0.323100,0.452800,0.633900,0.704400,0.831400,0.844900,0.851200,0.913800,0.998500,1.000000,0.754400,0.466100,0.392400,0.384900,0.467400,0.424500,0.309500,0.075200,0.288500,0.407200,0.317000,0.286300,0.263400,0.054100,0.187400,0.345900,0.464600,0.436600,0.258100,0.131900,0.050500,0.011200,0.005900,0.004100,0.005600,0.010400,0.007900,0.001400,0.005400,0.001500,0.000600,0.008100,0.004300,-1.000000
0.063500,0.070900,0.045300,0.033300,0.018500,0.126000,0.101500,0.191800,0.336200,0.390000,0.467400,0.563200,0.550600,0.434300,0.305200,0.349200,0.397500,0.387500,0.528000,0.719800,0.770200,0.856200,0.868800,0.923600,1.000000,0.966200,0.982200,0.736000,0.415800,0.291800,0.328000,0.369000,0.345000,0.286300,0.086400,0.372400,0.464900,0.348800,0.181700,0.114200,0.122000,0.262100,0.446100,0.472600,0.326300,0.142300,0.039000,0.040600,0.031100,0.008600,0.015400,0.004800,0.002500,0.008700,0.007200,0.009500,0.008600,0.008500,0.004000,0.005100,-1.000000
0.020100,0.016500,0.034400,0.033000,0.039700,0.044300,0.068400,0.090300,0.173900,0.257100,0.293100,0.310800,0.360300,0.300200,0.271800,0.200700,0.180100,0.223400,0.356800,0.549200,0.720900,0.831800,0.886400,0.952000,0.963700,1.000000,0.967300,0.866400,0.789600,0.634500,0.535100,0.405600,0.256300,0.289400,0.358800,0.429600,0.477300,0.451600,0.376500,0.305100,0.192100,0.118400,0.198400,0.157000,0.066000,0.129400,0.079700,0.005200,0.023300,0.015200,0.012500,0.005400,0.005700,0.013700,0.010900,0.003500,0.005600,0.010500,0.008200,0.003600,-1.000000
0.019700,0.039400,0.038400,0.007600,0.025100,0.062900,0.074700,0.057800,0.135700,0.169500,0.173400,0.247000,0.314100,0.329700,0.275900,0.205600,0.116200,0.188400,0.339000,0.392600,0.428200,0.541800,0.644800,0.722300,0.785300,0.798400,0.884700,0.958200,0.899000,0.683100,0.610800,0.548000,0.505800,0.447600,0.240100,0.140500,0.177200,0.174200,0.332600,0.402100,0.300900,0.207500,0.120600,0.025500,0.029800,0.069100,0.078100,0.077700,0.036900,0.005700,0.009100,0.013400,0.009700,0.004200,0.005800,0.007200,0.004100,0.004500,0.004700,0.005400,-1.000000
0.039400,0.042000,0.044600,0.055100,0.059700,0.141600,0.095600,0.080200,0.161800,0.255800,0.307800,0.340400,0.340000,0.395100,0.335200,0.225200,0.208600,0.224800,0.338200,0.457800,0.647400,0.670800,0.700700,0.761900,0.774500,0.676700,0.737300,0.783400,0.961900,1.000000,0.808600,0.555800,0.540900,0.498800,0.310800,0.289700,0.224400,0.096000,0.228700,0.322800,0.345400,0.388200,0.324000,0.092600,0.117300,0.056600,0.076600,0.096900,0.058800,0.005000,0.011800,0.014600,0.004000,0.011400,0.003200,0.006200,0.010100,0.006800,0.005300,0.008700,-1.000000
0.031000,0.022100,0.043300,0.019100,0.096400,0.182700,0.110600,0.170200,0.280400,0.443200,0.522200,0.561100,0.537900,0.404800,0.224500,0.178400,0.229700,0.272000,0.520900,0.689800,0.820200,0.878000,0.760000,0.761600,0.715200,0.728800,0.868600,0.950900,0.834800,0.573000,0.436300,0.428900,0.424000,0.315600,0.128700,0.147700,0.206200,0.240000,0.517300,0.516800,0.149100,0.240700,0.341500,0.449400,0.462400,0.200100,0.077500,0.123200,0.078300,0.008900,0.024900,0.020400,0.005900,0.005300,0.007900,0.003700,0.001500,0.005600,0.006700,0.005400,-1.000000
0.042300,0.032100,0.070900,0.010800,0.107000,0.097300,0.096100,0.132300,0.246200,0.269600,0.341200,0.429200,0.368200,0.394000,0.296500,0.317200,0.282500,0.305000,0.240800,0.542000,0.680200,0.632000,0.582400,0.680500,0.598400,0.841200,0.991100,0.918700,0.800500,0.671300,0.563200,0.733200,0.603800,0.257500,0.034900,0.179900,0.303900,0.476000,0.575600,0.425400,0.504600,0.717900,0.616300,0.566300,0.574900,0.359300,0.252600,0.229900,0.127100,0.035600,0.036700,0.017600,0.003500,0.009300,0.012100,0.007500,0.005600,0.002100,0.004300,0.001700,-1.000000
0.009500,0.030800,0.053900,0.041100,0.061300,0.103900,0.101600,0.139400,0.259200,0.374500,0.422900,0.449900,0.540400,0.430300,0.333300,0.349600,0.342600,0.285100,0.406200,0.683300,0.765000,0.667000,0.570300,0.599500,0.648400,0.861400,0.981900,0.938000,0.843500,0.607400,0.540300,0.689000,0.597700,0.324400,0.051600,0.315700,0.359000,0.388100,0.571600,0.431400,0.305100,0.439300,0.430200,0.483100,0.508400,0.195200,0.153900,0.203700,0.105400,0.025100,0.035700,0.018100,0.001900,0.010200,0.013300,0.004000,0.004200,0.003000,0.003100,0.003300,-1.000000
0.009600,0.040400,0.068200,0.068800,0.088700,0.093200,0.095500,0.214000,0.254600,0.295200,0.402500,0.514800,0.490100,0.412700,0.357500,0.344700,0.306800,0.294500,0.435100,0.726400,0.814700,0.810300,0.666500,0.695800,0.774800,0.868800,1.000000,0.994100,0.879300,0.648200,0.587600,0.640800,0.497200,0.275500,0.030000,0.335600,0.316700,0.413300,0.628100,0.497700,0.261300,0.469700,0.480600,0.492100,0.529400,0.221600,0.140100,0.188800,0.094700,0.013400,0.031000,0.023700,0.007800,0.014400,0.017000,0.001200,0.010900,0.003600,0.004300,0.001800,-1.000000
0.026900,0.038300,0.050500,0.070700,0.131300,0.210300,0.226300,0.252400,0.359500,0.591500,0.667500,0.567900,0.517500,0.333400,0.200200,0.285600,0.293700,0.342400,0.594900,0.752600,0.895900,0.814700,0.710900,0.737800,0.720100,0.825400,0.891700,0.982000,0.817900,0.484800,0.320300,0.277500,0.238200,0.291100,0.167500,0.315600,0.186900,0.339100,0.599300,0.412400,0.118100,0.365100,0.465500,0.477700,0.351700,0.092000,0.122700,0.178500,0.108500,0.030000,0.034600,0.016700,0.019900,0.014500,0.008100,0.004500,0.004300,0.002700,0.005500,0.005700,-1.000000
0.034000,0.062500,0.038100,0.025700,0.044100,0.102700,0.128700,0.185000,0.264700,0.411700,0.524500,0.534100,0.555400,0.391500,0.295000,0.307500,0.302100,0.271900,0.544300,0.793200,0.875100,0.866700,0.710700,0.691100,0.728700,0.879200,1.000000,0.981600,0.898400,0.604800,0.493400,0.537100,0.458600,0.290800,0.077400,0.224900,0.160200,0.395800,0.611700,0.519600,0.232100,0.437000,0.379700,0.432200,0.489200,0.190100,0.094000,0.136400,0.090600,0.014400,0.032900,0.014100,0.001900,0.006700,0.009900,0.004200,0.005700,0.005100,0.003300,0.005800,-1.000000
0.020900,0.019100,0.041100,0.032100,0.069800,0.157900,0.143800,0.140200,0.304800,0.391400,0.350400,0.366900,0.394300,0.331100,0.333100,0.300200,0.232400,0.138100,0.345000,0.442800,0.489000,0.367700,0.437900,0.486400,0.620700,0.725600,0.662400,0.768900,0.798100,0.857700,0.927300,0.700900,0.485100,0.340900,0.140600,0.114700,0.143300,0.182000,0.360500,0.552900,0.598800,0.507700,0.551200,0.502700,0.703400,0.590400,0.406900,0.276100,0.158400,0.051000,0.005400,0.007800,0.020100,0.010400,0.003900,0.003100,0.006200,0.008700,0.007000,0.004200,-1.000000
0.036800,0.027900,0.010300,0.056600,0.075900,0.067900,0.097000,0.147300,0.216400,0.254400,0.293600,0.293500,0.265700,0.318700,0.279400,0.253400,0.198000,0.192900,0.282600,0.324500,0.350400,0.332400,0.421700,0.477400,0.480800,0.632500,0.833400,0.945800,1.000000,0.842500,0.552400,0.479500,0.520000,0.396800,0.194000,0.151900,0.201000,0.173600,0.102900,0.224400,0.371700,0.444900,0.393900,0.203000,0.201000,0.218700,0.184000,0.147700,0.097100,0.022400,0.015100,0.010500,0.002400,0.001800,0.005700,0.009200,0.000900,0.008600,0.011000,0.005200,-1.000000
0.008900,0.027400,0.024800,0.023700,0.022400,0.084500,0.148800,0.122400,0.156900,0.211900,0.300300,0.309400,0.274300,0.254700,0.187000,0.145200,0.145700,0.242900,0.325900,0.367900,0.335500,0.310000,0.391400,0.528000,0.640900,0.770700,0.875400,1.000000,0.980600,0.696900,0.497300,0.502000,0.535900,0.384200,0.184800,0.114900,0.157000,0.131100,0.158300,0.263100,0.310300,0.451200,0.378500,0.126900,0.145900,0.109200,0.148500,0.138500,0.071600,0.017600,0.019900,0.009600,0.010300,0.009300,0.002500,0.004400,0.002100,0.006900,0.006000,0.001800,-1.000000
0.015800,0.023900,0.015000,0.049400,0.098800,0.142500,0.146300,0.121900,0.169700,0.192300,0.236100,0.271900,0.304900,0.298600,0.222600,0.174500,0.245900,0.310000,0.357200,0.428300,0.426800,0.373500,0.458500,0.609400,0.722100,0.759500,0.870600,1.000000,0.981500,0.718700,0.584800,0.419200,0.375600,0.326300,0.194400,0.139400,0.167000,0.127500,0.166600,0.257400,0.225800,0.277700,0.161300,0.133500,0.197600,0.123400,0.155400,0.105700,0.049000,0.009700,0.022300,0.012100,0.010800,0.005700,0.002800,0.007900,0.003400,0.004600,0.002200,0.002100,-1.000000
0.015600,0.021000,0.028200,0.059600,0.046200,0.077900,0.136500,0.078000,0.103800,0.156700,0.247600,0.278300,0.289600,0.295600,0.318900,0.189200,0.173000,0.222600,0.242700,0.314900,0.410200,0.380800,0.489600,0.629200,0.751900,0.798500,0.883000,0.991500,0.922300,0.698100,0.616700,0.506900,0.392100,0.352400,0.218300,0.124500,0.159200,0.162600,0.235600,0.248300,0.243700,0.271500,0.118400,0.115700,0.144900,0.188300,0.195400,0.149200,0.051100,0.015500,0.018900,0.015000,0.006000,0.008200,0.009100,0.003800,0.005600,0.005600,0.004800,0.002400,-1.000000
0.031500,0.025200,0.016700,0.047900,0.090200,0.105700,0.102400,0.120900,0.124100,0.153300,0.212800,0.253600,0.268600,0.280300,0.188600,0.148500,0.216000,0.241700,0.298900,0.334100,0.378600,0.395600,0.523200,0.691300,0.786800,0.833700,0.919900,1.000000,0.899000,0.645600,0.596700,0.435500,0.299700,0.229400,0.186600,0.092200,0.182900,0.174300,0.245200,0.240700,0.251800,0.318400,0.168500,0.067500,0.118600,0.183300,0.187800,0.111400,0.031000,0.014300,0.013800,0.010800,0.006200,0.004400,0.007200,0.000700,0.005400,0.003500,0.000100,0.005500,-1.000000
0.005600,0.026700,0.022100,0.056100,0.093600,0.114600,0.070600,0.099600,0.167300,0.185900,0.248100,0.271200,0.293400,0.263700,0.188000,0.140500,0.202800,0.261300,0.277800,0.334600,0.383000,0.400300,0.511400,0.686000,0.749000,0.784300,0.902100,1.000000,0.888800,0.651100,0.608300,0.446300,0.294800,0.172900,0.148800,0.080100,0.177000,0.138200,0.240400,0.204600,0.197000,0.277800,0.137700,0.068500,0.066400,0.166500,0.180700,0.124500,0.051600,0.004400,0.018500,0.007200,0.005500,0.007400,0.006800,0.008400,0.003700,0.002400,0.003400,0.000700,-1.000000
0.020300,0.012100,0.038000,0.012800,0.053700,0.087400,0.102100,0.085200,0.113600,0.174700,0.219800,0.272100,0.210500,0.172700,0.204000,0.178600,0.131800,0.226000,0.235800,0.310700,0.390600,0.363100,0.480900,0.653100,0.781200,0.839500,0.918000,0.976900,0.893700,0.702200,0.650000,0.506900,0.390300,0.300900,0.156500,0.098500,0.220000,0.224300,0.273600,0.215200,0.243800,0.315400,0.211200,0.099100,0.059400,0.194000,0.193700,0.108200,0.033600,0.017700,0.020900,0.013400,0.009400,0.004700,0.004500,0.004200,0.002800,0.003600,0.001300,0.001600,-1.000000
0.039200,0.010800,0.026700,0.025700,0.041000,0.049100,0.105300,0.169000,0.210500,0.247100,0.268000,0.304900,0.286300,0.229400,0.116500,0.212700,0.206200,0.222200,0.324100,0.433000,0.507100,0.594400,0.707800,0.764100,0.887800,0.971100,0.988000,0.981200,0.946400,0.854200,0.645700,0.339700,0.382800,0.320400,0.133100,0.044000,0.123400,0.203000,0.165200,0.104300,0.106600,0.211000,0.241700,0.163100,0.076900,0.072300,0.091200,0.081200,0.049600,0.010100,0.008900,0.008300,0.008000,0.002600,0.007900,0.004200,0.007100,0.004400,0.002200,0.001400,-1.000000
0.012900,0.014100,0.030900,0.037500,0.076700,0.078700,0.066200,0.110800,0.177700,0.224500,0.243100,0.313400,0.320600,0.291700,0.224900,0.234700,0.214300,0.293900,0.489800,0.612700,0.753100,0.771800,0.743200,0.867300,0.930800,0.983600,1.000000,0.959500,0.872200,0.686200,0.490100,0.328000,0.311500,0.196900,0.101900,0.031700,0.075600,0.090700,0.106600,0.138000,0.066500,0.147500,0.247000,0.278800,0.270900,0.228300,0.181800,0.118500,0.054600,0.021900,0.020400,0.012400,0.009300,0.007200,0.001900,0.002700,0.005400,0.001700,0.002400,0.002900,-1.000000
0.005000,0.001700,0.027000,0.045000,0.095800,0.083000,0.087900,0.122000,0.197700,0.228200,0.252100,0.348400,0.330900,0.261400,0.178200,0.205500,0.229800,0.354500,0.621800,0.726500,0.834600,0.826800,0.836600,0.940800,0.951000,0.980100,0.997400,1.000000,0.903600,0.640900,0.385700,0.290800,0.204000,0.165300,0.176900,0.114000,0.074000,0.094100,0.062100,0.042600,0.057200,0.106800,0.190900,0.222900,0.220300,0.226500,0.176600,0.109700,0.055800,0.014200,0.028100,0.016500,0.005600,0.001000,0.002700,0.006200,0.002400,0.006300,0.001700,0.002800,-1.000000
0.036600,0.042100,0.050400,0.025000,0.059600,0.025200,0.095800,0.099100,0.141900,0.184700,0.222200,0.264800,0.250800,0.229100,0.155500,0.186300,0.238700,0.334500,0.523300,0.668400,0.776600,0.792800,0.794000,0.912900,0.949800,0.983500,1.000000,0.947100,0.823700,0.625200,0.418100,0.320900,0.265800,0.219600,0.158800,0.056100,0.094800,0.170000,0.121500,0.128200,0.038600,0.132900,0.233100,0.246800,0.196000,0.198500,0.157000,0.092100,0.054900,0.019400,0.016600,0.013200,0.002700,0.002200,0.005900,0.001600,0.002500,0.001700,0.002700,0.002700,-1.000000
0.023800,0.031800,0.042200,0.039900,0.078800,0.076600,0.088100,0.114300,0.159400,0.204800,0.265200,0.310000,0.238100,0.191800,0.143000,0.173500,0.178100,0.285200,0.503600,0.616600,0.761600,0.812500,0.779300,0.878800,0.881300,0.947000,1.000000,0.973900,0.844600,0.615100,0.430200,0.316500,0.286900,0.201700,0.120600,0.027100,0.058000,0.126200,0.107200,0.108200,0.036000,0.119700,0.206100,0.205400,0.187800,0.204700,0.171600,0.106900,0.047700,0.017000,0.018600,0.009600,0.007100,0.008400,0.003800,0.002600,0.002800,0.001300,0.003500,0.006000,-1.000000
0.011600,0.074400,0.036700,0.022500,0.007600,0.054500,0.111000,0.106900,0.170800,0.227100,0.317100,0.288200,0.265700,0.230700,0.188900,0.179100,0.229800,0.371500,0.622300,0.726000,0.793400,0.804500,0.806700,0.917300,0.932700,0.956200,1.000000,0.981800,0.868400,0.638100,0.399700,0.324200,0.283500,0.241300,0.232100,0.126000,0.069300,0.070100,0.143900,0.147500,0.043800,0.046900,0.147600,0.174200,0.155500,0.165100,0.118100,0.072000,0.032100,0.005600,0.020200,0.014100,0.010300,0.010000,0.003400,0.002600,0.003700,0.004400,0.005700,0.003500,-1.000000
0.013100,0.038700,0.032900,0.007800,0.072100,0.134100,0.162600,0.190200,0.261000,0.319300,0.346800,0.373800,0.305500,0.192600,0.138500,0.212200,0.275800,0.457600,0.648700,0.715400,0.801000,0.792400,0.879300,1.000000,0.986500,0.947400,0.947400,0.931500,0.832600,0.621300,0.377200,0.282200,0.204200,0.219000,0.222300,0.132700,0.052100,0.061800,0.141600,0.146000,0.084600,0.105500,0.163900,0.191600,0.208500,0.233500,0.196400,0.130000,0.063300,0.018300,0.013700,0.015000,0.007600,0.003200,0.003700,0.007100,0.004000,0.000900,0.001500,0.008500,-1.000000
0.033500,0.025800,0.039800,0.057000,0.052900,0.109100,0.170900,0.168400,0.186500,0.266000,0.318800,0.355300,0.311600,0.196500,0.178000,0.279400,0.287000,0.396900,0.559900,0.693600,0.796900,0.745200,0.820300,0.926100,0.881000,0.881400,0.930100,0.995500,0.857600,0.606900,0.393400,0.246400,0.164500,0.114000,0.095600,0.008000,0.070200,0.093600,0.089400,0.112700,0.087300,0.102000,0.196400,0.225600,0.181400,0.201200,0.168800,0.103700,0.050100,0.013600,0.013000,0.012000,0.003900,0.005300,0.006200,0.004600,0.004500,0.002200,0.000500,0.003100,-1.000000
0.027200,0.037800,0.048800,0.084800,0.112700,0.110300,0.134900,0.233700,0.311300,0.399700,0.394100,0.330900,0.292600,0.176000,0.173900,0.204300,0.208800,0.267800,0.243400,0.183900,0.280200,0.617200,0.801500,0.831300,0.844000,0.849400,0.916800,1.000000,0.789600,0.537100,0.647200,0.650500,0.495900,0.217500,0.099000,0.043400,0.170800,0.197900,0.188000,0.110800,0.170200,0.058500,0.063800,0.139100,0.063800,0.058100,0.064100,0.104400,0.073200,0.027500,0.014600,0.009100,0.004500,0.004300,0.004300,0.009800,0.005400,0.005100,0.006500,0.010300,-1.000000
0.018700,0.034600,0.016800,0.017700,0.039300,0.163000,0.202800,0.169400,0.232800,0.268400,0.310800,0.293300,0.227500,0.099400,0.180100,0.220000,0.273200,0.286200,0.203400,0.174000,0.413000,0.687900,0.812000,0.845300,0.891900,0.930000,0.998700,1.000000,0.810400,0.619900,0.604100,0.554700,0.416000,0.147200,0.084900,0.060800,0.096900,0.141100,0.167600,0.120000,0.120100,0.103600,0.197700,0.133900,0.090200,0.108500,0.152100,0.136300,0.085800,0.029000,0.020300,0.011600,0.009800,0.019900,0.003300,0.010100,0.006500,0.011500,0.019300,0.015700,-1.000000
0.032300,0.010100,0.029800,0.056400,0.076000,0.095800,0.099000,0.101800,0.103000,0.215400,0.308500,0.342500,0.299000,0.140200,0.123500,0.153400,0.190100,0.242900,0.212000,0.239500,0.327200,0.594900,0.830200,0.904500,0.988800,0.991200,0.944800,1.000000,0.909200,0.741200,0.769100,0.711700,0.530400,0.213100,0.092800,0.129700,0.115900,0.122600,0.176800,0.034500,0.156200,0.082400,0.114900,0.169400,0.095400,0.008000,0.079000,0.125500,0.064700,0.017900,0.005100,0.006100,0.009300,0.013500,0.006300,0.006300,0.003400,0.003200,0.006200,0.006700,-1.000000
0.052200,0.043700,0.018000,0.029200,0.035100,0.117100,0.125700,0.117800,0.125800,0.252900,0.271600,0.237400,0.187800,0.098300,0.068300,0.150300,0.172300,0.233900,0.196200,0.139500,0.316400,0.588800,0.763100,0.847300,0.942400,0.998600,0.969900,1.000000,0.863000,0.697900,0.771700,0.730500,0.519700,0.178600,0.109800,0.144600,0.106600,0.144000,0.192900,0.032500,0.149000,0.032800,0.053700,0.130900,0.091000,0.075700,0.105900,0.100500,0.053500,0.023500,0.015500,0.016000,0.002900,0.005100,0.006200,0.008900,0.014000,0.013800,0.007700,0.003100,-1.000000
0.030300,0.035300,0.049000,0.060800,0.016700,0.135400,0.146500,0.112300,0.194500,0.235400,0.289800,0.281200,0.157800,0.027300,0.067300,0.144400,0.207000,0.264500,0.282800,0.429300,0.568500,0.699000,0.724600,0.762200,0.924200,1.000000,0.997900,0.829700,0.703200,0.714100,0.689300,0.496100,0.258400,0.096900,0.077600,0.036400,0.157200,0.182300,0.134900,0.084900,0.049200,0.136700,0.155200,0.154800,0.131900,0.098500,0.125800,0.095400,0.048900,0.024100,0.004200,0.008600,0.004600,0.012600,0.003600,0.003500,0.003400,0.007900,0.003600,0.004800,-1.000000
0.026000,0.036300,0.013600,0.027200,0.021400,0.033800,0.065500,0.140000,0.184300,0.235400,0.272000,0.244200,0.166500,0.033600,0.130200,0.170800,0.217700,0.317500,0.371400,0.455200,0.570000,0.739700,0.806200,0.883700,0.943200,1.000000,0.937500,0.760300,0.712300,0.835800,0.762200,0.456700,0.171500,0.154900,0.164100,0.186900,0.265500,0.171300,0.095900,0.076800,0.084700,0.207600,0.250500,0.186200,0.143900,0.147000,0.099100,0.004100,0.015400,0.011600,0.018100,0.014600,0.012900,0.004700,0.003900,0.006100,0.004000,0.003600,0.006100,0.011500,-1.000000
